link_id;demand_ab;demand_ba;demand_tot;Preload_AB;Preload_BA;Preload_tot;Congested_Time_AB;Congested_Time_BA;Congested_Time_Max;Delay_factor_AB;Delay_factor_BA;Delay_factor_Max;VOC_AB;VOC_BA;VOC_max;PCE_AB;PCE_BA;PCE_tot
169;916.4640000000005;3380.5760000000037;4297.0400000000045;0.0;0.0;0.0;89.97688969212462;198.8323433677054;198.8323433677054;1.0066135237292861;2.2244303673261507;2.2244303673261507;0.45823200000000025;1.6902880000000018;1.6902880000000018;916.4640000000005;3380.5760000000037;4297.0400000000045
170;471.8840000000004;2218.636000000001;2690.5200000000013;0.0;0.0;0.0;109.04840410888812;187.0606029187211;187.0606029187211;1.0014691536936733;1.7179107317093776;1.7179107317093776;0.3145893333333336;1.4790906666666672;1.4790906666666672;471.8840000000004;2218.636000000001;2690.5200000000013
171;433.20399999999995;2221.7800000000043;2654.984000000004;0.0;0.0;0.0;101.06810446026937;173.8567186232825;173.8567186232825;1.0010435086537586;1.7219887574135284;1.7219887574135284;0.28880266666666665;1.4811866666666695;1.4811866666666695;433.20399999999995;2221.7800000000043;2654.984000000004
172;627.5400000000003;0.0;627.5400000000003;0.0;0.0;0.0;207.10468394595372;150.92888489361943;207.10468394595372;1.3722004511722803;1.0;1.3722004511722803;1.2550800000000006;0.0;1.2550800000000006;627.5400000000003;0.0;627.5400000000003
174;103.51200000000001;88.88800000000006;192.4000000000001;0.0;0.0;0.0;158.059442319897;158.0594269885684;158.059442319897;1.0000002126028291;1.0000001156055751;1.0000002126028291;0.03450400000000001;0.029629333333333355;0.03450400000000001;103.51200000000001;88.88800000000006;192.4000000000001
175;103.51200000000001;108.88800000000008;212.4000000000001;0.0;0.0;0.0;125.35122911075149;125.35123509356798;125.35123509356798;1.0000002126028291;1.0000002603312623;1.0000002603312623;0.03450400000000001;0.03629600000000002;0.03629600000000002;103.51200000000001;108.88800000000008;212.4000000000001
176;377.93199999999996;1386.7720000000015;1764.7040000000015;0.0;0.0;0.0;137.85802182480617;138.79696622576066;138.79696622576066;1.0000377799086266;1.0068489894542085;1.0068489894542085;0.12597733333333333;0.46225733333333385;0.46225733333333385;377.93199999999996;1386.7720000000015;1764.7040000000015
177;381.47600000000085;1902.8320000000012;2284.3080000000023;0.0;0.0;0.0;148.30939790798877;205.7901116101081;205.7901116101081;1.000627473087368;1.3884436338588764;1.3884436338588764;0.2543173333333339;1.2685546666666674;1.2685546666666674;381.47600000000085;1902.8320000000012;2284.3080000000023
178;3757.5400000000004;4690.628000000003;8448.168000000003;0.0;0.0;0.0;80.45713986118145;134.93379227526384;134.93379227526384;1.901282092225921;3.188619472824053;3.188619472824053;1.5656416666666668;1.9544283333333348;1.9544283333333348;3757.5400000000004;4690.628000000003;8448.168000000003
179;347.42000000000036;2824.920000000002;3172.3400000000024;0.0;0.0;0.0;67.93948317662458;108.48655090206054;108.48655090206054;1.0001365810792693;1.5970296363632066;1.5970296363632066;0.17371000000000017;1.412460000000001;1.412460000000001;347.42000000000036;2824.920000000002;3172.3400000000024
180;962.5000000000008;4039.2760000000026;5001.7760000000035;0.0;0.0;0.0;49.3895846419237;108.41125626819034;108.41125626819034;1.003880156521444;2.2035396673252596;2.2035396673252596;0.401041666666667;1.6830316666666678;1.6830316666666678;962.5000000000008;4039.2760000000026;5001.7760000000035
181;684.6760000000002;716.8240000000005;1401.5000000000007;0.0;0.0;0.0;123.51128388821093;123.51448745463314;123.51448745463314;1.0001287631856777;1.0001547039647123;1.0001547039647123;0.17116900000000004;0.17920600000000014;0.17920600000000014;684.6760000000002;716.8240000000005;1401.5000000000007
182;684.6760000000002;716.8240000000005;1401.5000000000007;0.0;0.0;0.0;36.20937451091311;36.21031368936467;36.21031368936467;1.0001287631856777;1.0001547039647123;1.0001547039647123;0.17116900000000004;0.17920600000000014;0.17920600000000014;684.6760000000002;716.8240000000005;1401.5000000000007
183;0.0;0.0;0.0;0.0;0.0;0.0;108.2887052098199;108.2887052098199;108.2887052098199;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
184;0.0;0.0;0.0;0.0;0.0;0.0;97.74204191362747;97.74204191362747;97.74204191362747;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
185;4264.040000000005;1850.6120000000012;6114.652000000006;0.0;0.0;0.0;19.885816869764117;16.773419625908343;19.885816869764117;1.1937030120456498;1.006872469000561;1.1937030120456498;1.0660100000000015;0.4626530000000003;1.0660100000000015;4264.040000000005;1850.6120000000012;6114.652000000006
186;2268.208000000004;3653.844000000001;5922.052000000005;0.0;0.0;0.0;60.26379234244945;65.54104353216903;65.54104353216903;1.0155089646195792;1.1044362571679218;1.1044362571679218;0.567052000000001;0.9134610000000002;0.9134610000000002;2268.208000000004;3653.844000000001;5922.052000000005
187;976.1000000000005;1849.22;2825.3200000000006;0.0;0.0;0.0;42.395474695318185;42.663268123096024;42.663268123096024;1.0005318982296514;1.0068518148847554;1.0068518148847554;0.24402500000000013;0.462305;0.462305;976.1000000000005;1849.22;2825.3200000000006
188;1603.1080000000002;115.22400000000006;1718.3320000000003;0.0;0.0;0.0;147.87891772972486;123.67687643244945;147.87891772972486;1.1956939270125826;1.0000052227352783;1.1956939270125826;1.0687386666666667;0.07681600000000004;1.0687386666666667;1603.1080000000002;115.22400000000006;1718.3320000000003
189;42.224000000000025;97.07199999999995;139.29599999999996;0.0;0.0;0.0;169.19220429439886;169.1926334851596;169.1926334851596;1.0000000941810905;1.0000026308866259;1.0000026308866259;0.02814933333333335;0.06471466666666663;0.06471466666666663;42.224000000000025;97.07199999999995;139.29599999999996
190;1547.0360000000007;73.00000000000001;1620.0360000000007;0.0;0.0;0.0;33.154479023838455;32.80649002728201;33.154479023838455;1.010607374938284;1.000000052589335;1.010607374938284;0.515678666666667;0.02433333333333334;0.515678666666667;1547.0360000000007;73.00000000000001;1620.0360000000007
191;962.5000000000008;4019.276000000001;4981.776000000002;0.0;0.0;0.0;83.83512565515848;124.15352862391295;124.15352862391295;1.0015893121111834;1.4832785942505429;1.4832785942505429;0.3208333333333336;1.339758666666667;1.339758666666667;962.5000000000008;4019.276000000001;4981.776000000002
192;97.07199999999995;44.540000000000006;141.61199999999997;0.0;0.0;0.0;105.5161823187301;105.5159170223101;105.5161823187301;1.0000026308866259;1.0000001166076582;1.0000026308866259;0.06471466666666663;0.02969333333333334;0.06471466666666663;97.07199999999995;44.540000000000006;141.61199999999997
193;367.796;2186.22;2554.0159999999996;0.0;0.0;0.0;262.7522238338157;440.3610901346411;440.3610901346411;1.00054219340374;1.6768644032167899;1.6768644032167899;0.24519733333333332;1.4574799999999999;1.4574799999999999;367.796;2186.22;2554.0159999999996
194;2773.608000000001;7017.760000000008;9791.36800000001;0.0;0.0;0.0;138.36019075605753;175.99578049352135;175.99578049352135;1.0068496216424807;1.2807244918662923;1.2807244918662923;0.4622680000000002;1.1696266666666681;1.1696266666666681;2773.608000000001;7017.760000000008;9791.36800000001
195;1276.7240000000008;544.7400000000004;1821.4640000000013;0.0;0.0;0.0;106.56364682412728;99.04437903619893;106.56364682412728;1.078725297833424;1.0026090553271119;1.078725297833424;0.8511493333333339;0.36316000000000026;0.8511493333333339;1276.7240000000008;544.7400000000004;1821.4640000000013
196;2183.0959999999995;5288.276000000002;7471.372000000001;0.0;0.0;0.0;89.34599405073341;97.17808572411332;97.17808572411332;1.0026289213482218;1.0905196176218823;1.0905196176218823;0.36384933333333325;0.8813793333333336;0.8813793333333336;2183.0959999999995;5288.276000000002;7471.372000000001
197;1674.8760000000004;3054.060000000005;4728.936000000005;0.0;0.0;0.0;96.55022386968234;97.43366951967637;97.43366951967637;1.0009107871511804;1.0100692359408416;1.0100692359408416;0.27914600000000006;0.5090100000000009;0.5090100000000009;1674.8760000000004;3054.060000000005;4728.936000000005
198;2296.0000000000014;3226.9999999999995;5523.000000000001;0.0;0.0;0.0;79.82275240792352;80.56548346344607;80.56548346344607;1.0032164276911408;1.0125511095178057;1.0125511095178057;0.3826666666666669;0.5378333333333333;0.5378333333333333;2296.0000000000014;3226.9999999999995;5523.000000000001
199;0.0;41.00000000000005;41.00000000000005;0.0;0.0;0.0;184.24430071485824;184.2443383761979;184.2443383761979;1.0;1.0000002044097946;1.0000002044097946;0.0;0.034166666666666706;0.034166666666666706;0.0;41.00000000000005;41.00000000000005
200;254.99999999999997;2873.9999999999986;3128.9999999999986;0.0;0.0;0.0;36.23969143670716;36.525839410704606;36.525839410704606;1.0000004893808594;1.00789647587215;1.00789647587215;0.042499999999999996;0.47899999999999976;0.47899999999999976;254.99999999999997;2873.9999999999986;3128.9999999999986
201;1542.4640000000015;420.0920000000004;1962.5560000000019;0.0;0.0;0.0;112.18151088498452;96.15744767869802;112.18151088498452;1.1677205854306973;1.0009227920990698;1.1677205854306973;1.0283093333333344;0.2800613333333336;1.0283093333333344;1542.4640000000015;420.0920000000004;1962.5560000000019
202;1643.6039999999998;641.0000000000006;2284.6040000000003;0.0;0.0;0.0;175.27517974161034;144.83445198066804;175.27517974161034;1.2162295183488738;1.0050021687751407;1.2162295183488738;1.0957359999999998;0.42733333333333373;1.0957359999999998;1643.6039999999998;641.0000000000006;2284.6040000000003
203;0.0;0.0;0.0;0.0;0.0;0.0;244.45538507442018;244.45538507442018;244.45538507442018;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
204;962.5000000000008;4016.9600000000014;4979.460000000002;0.0;0.0;0.0;66.61032971525697;98.57088283137557;98.57088283137557;1.0015893121111834;1.4821656513532642;1.4821656513532642;0.3208333333333336;1.3389866666666672;1.3389866666666672;962.5000000000008;4016.9600000000014;4979.460000000002
205;3900.064;3259.920000000001;7159.984;0.0;0.0;0.0;85.06204576613467;72.0027235798892;85.06204576613467;1.4284431222922316;1.2091385101032839;1.4284431222922316;1.3000213333333333;1.0866400000000003;1.3000213333333333;3900.064;3259.920000000001;7159.984
206;501.25600000000014;1860.856000000001;2362.112000000001;0.0;0.0;0.0;96.15545679896664;112.52897901289896;112.52897901289896;1.0009020686195311;1.1713374531528904;1.1713374531528904;0.27847555555555564;1.0338088888888894;1.0338088888888894;501.25600000000014;1860.856000000001;2362.112000000001
207;378.6520000000002;774.6799999999997;1153.3319999999999;0.0;0.0;0.0;93.05518602108894;93.07370221042952;93.07370221042952;1.0000120451528096;1.000211028284891;1.000211028284891;0.09466300000000005;0.19366999999999993;0.19366999999999993;378.6520000000002;774.6799999999997;1153.3319999999999
208;254.99999999999997;2873.9999999999986;3128.9999999999986;0.0;0.0;0.0;117.10864135689371;118.03332915453663;118.03332915453663;1.0000004893808594;1.00789647587215;1.00789647587215;0.042499999999999996;0.47899999999999976;0.47899999999999976;254.99999999999997;2873.9999999999986;3128.9999999999986
210;511.45200000000017;349.4439999999999;860.8960000000001;0.0;0.0;0.0;19.256914549188668;19.256310749291004;19.256914549188668;1.0000400932090683;1.000008736986118;1.0000400932090683;0.12786300000000003;0.08736099999999998;0.12786300000000003;511.45200000000017;349.4439999999999;860.8960000000001
213;289.67600000000016;179.82400000000018;469.50000000000034;0.0;0.0;0.0;73.90295882608774;73.90269920283859;73.90295882608774;1.000004125735227;1.0000006126915761;1.000004125735227;0.07241900000000004;0.044956000000000045;0.07241900000000004;289.67600000000016;179.82400000000018;469.50000000000034
215;395.00000000000017;537.0;932.0000000000002;0.0;0.0;0.0;86.7330277338106;86.74247363966735;86.74247363966735;1.0000450811122685;1.00015399385215;1.00015399385215;0.13166666666666674;0.179;0.179;395.00000000000017;537.0;932.0000000000002
216;145.00000000000009;958.0000000000007;1103.0000000000007;0.0;0.0;0.0;44.23055182317075;44.762604831850865;44.762604831850865;1.0000063164526891;1.012035476104481;1.012035476104481;0.0805555555555556;0.5322222222222226;0.5322222222222226;145.00000000000009;958.0000000000007;1103.0000000000007
217;2873.9999999999986;254.99999999999997;3128.9999999999986;0.0;0.0;0.0;39.19956936234551;38.892475054984565;39.19956936234551;1.00789647587215;1.0000004893808594;1.00789647587215;0.47899999999999976;0.042499999999999996;0.47899999999999976;2873.9999999999986;254.99999999999997;3128.9999999999986
218;2449.0000000000005;1330.9999999999998;3780.0;0.0;0.0;0.0;70.26932588487688;68.94539163716522;70.26932588487688;1.021076885403438;1.001838922876985;1.021076885403438;0.6122500000000001;0.33274999999999993;0.6122500000000001;2449.0000000000005;1330.9999999999998;3780.0
221;351.5240000000001;1395.1680000000006;1746.6920000000007;0.0;0.0;0.0;148.0781819207888;164.62723324973342;164.62723324973342;1.0004524245349393;1.1122618640555593;1.1122618640555593;0.2343493333333334;0.9301120000000004;0.9301120000000004;351.5240000000001;1395.1680000000006;1746.6920000000007
223;346.19599999999997;1248.0599999999995;1594.2559999999994;0.0;0.0;0.0;125.61076583369102;134.58363492380363;134.58363492380363;1.000425612530415;1.0718899332520664;1.0718899332520664;0.23079733333333333;0.8320399999999997;0.8320399999999997;346.19599999999997;1248.0599999999995;1594.2559999999994
225;646.3240000000003;1732.176;2378.5;0.0;0.0;0.0;248.6639665288103;252.72789470460384;252.72789470460384;1.0003231523896763;1.0166714858480506;1.0166714858480506;0.21544133333333343;0.577392;0.577392;646.3240000000003;1732.176;2378.5
227;907.6320000000006;107.29600000000002;1014.9280000000007;0.0;0.0;0.0;161.7079968180633;146.7705641378622;161.7079968180633;1.1017959397349542;1.0000198804122569;1.1017959397349542;0.9076320000000007;0.10729600000000002;0.9076320000000007;907.6320000000006;107.29600000000002;1014.9280000000007
