link_id;demand_ab;demand_ba;demand_tot;Preload_AB;Preload_BA;Preload_tot;Congested_Time_AB;Congested_Time_BA;Congested_Time_Max;Delay_factor_AB;Delay_factor_BA;Delay_factor_Max;VOC_AB;VOC_BA;VOC_max;PCE_AB;PCE_BA;PCE_tot
146;1243.1199999999994;2.7559999999999993;1245.8759999999995;0.0;0.0;0.0;61.09115050621658;59.75336689148377;61.09115050621658;1.022388422349411;1.000000000000541;1.022388422349411;0.6215599999999997;0.0013779999999999997;0.6215599999999997;1243.1199999999994;2.7559999999999993;1245.8759999999995
147;4632.452000000004;205.84800000000013;4838.300000000004;0.0;0.0;0.0;167.48522743767703;118.67731041686255;167.48522743767703;1.4112680461939482;1.0000016034959345;1.4112680461939482;1.2867922222222232;0.057180000000000036;1.2867922222222232;4632.452000000004;205.84800000000013;4838.300000000004
148;3610.8840000000023;424.644;4035.528000000002;0.0;0.0;0.0;85.61703266454677;48.41660866976982;85.61703266454677;1.7686001056101195;1.0001470097911624;1.7686001056101195;1.5045350000000008;0.176935;1.5045350000000008;3610.8840000000023;424.644;4035.528000000002
149;4507.251999999998;390.12400000000036;4897.375999999998;0.0;0.0;0.0;73.20433362149473;25.54569932047264;73.20433362149473;2.865922719254492;1.0001047265907983;2.865922719254492;1.8780216666666656;0.16255166666666682;1.8780216666666656;4507.251999999998;390.12400000000036;4897.375999999998
150;7.804000000000005;1216.384000000001;1224.188000000001;0.0;0.0;0.0;156.33469397262525;166.47531109731165;166.47531109731165;1.0000000001098994;1.0648647903117243;1.0648647903117243;0.00520266666666667;0.8109226666666672;0.8109226666666672;7.804000000000005;1216.384000000001;1224.188000000001
151;4496.823999999999;390.12400000000036;4886.947999999999;0.0;0.0;0.0;109.19780371214264;38.33632284149212;109.19780371214264;2.848714522709749;1.0001047265907983;2.848714522709749;1.8736766666666662;0.16255166666666682;1.8736766666666662;4496.823999999999;390.12400000000036;4886.947999999999
152;12.692000000000005;4157.2800000000025;4169.9720000000025;0.0;0.0;0.0;49.222376568892535;115.6954829793883;115.6954829793883;1.0000000001173186;2.3504651960685408;2.3504651960685408;0.005288333333333336;1.732200000000001;1.732200000000001;12.692000000000005;4157.2800000000025;4169.9720000000025
153;112.4560000000001;4240.071999999999;4352.527999999999;0.0;0.0;0.0;59.27285967902387;145.8881507921827;145.8881507921827;1.0000007230641335;2.4612994390466465;2.4612994390466465;0.046856666666666706;1.7666966666666664;1.7666966666666664;112.4560000000001;4240.071999999999;4352.527999999999
154;6194.496000000011;1294.412000000002;7488.908000000013;0.0;0.0;0.0;161.3408372340387;43.51881640279128;161.3408372340387;3.726654728943832;1.0051987192197667;3.726654728943832;2.0648320000000036;0.43147066666666734;2.0648320000000036;6194.496000000011;1294.412000000002;7488.908000000013
155;641.4760000000007;4586.292000000003;5227.768000000004;0.0;0.0;0.0;63.8603090832996;191.45292189336095;191.45292189336095;1.0007655400954907;3.0002906270238396;3.0002906270238396;0.267281666666667;1.9109550000000013;1.9109550000000013;641.4760000000007;4586.292000000003;5227.768000000004
156;4693.428000000003;2519.9759999999997;7213.404000000002;0.0;0.0;0.0;289.72668503814606;107.25280188262562;289.72668503814606;3.1938500081423955;1.1823189918492243;3.1938500081423955;1.955595000000001;1.0499899999999998;1.955595000000001;4693.428000000003;2519.9759999999997;7213.404000000002
157;1.788000000000002;8.156000000000006;9.944000000000008;0.0;0.0;0.0;41.67095554324265;41.67095557083758;41.67095557083758;1.000000000001533;1.0000000006637433;1.0000000006637433;0.001788000000000002;0.008156000000000005;0.008156000000000005;1.788000000000002;8.156000000000006;9.944000000000008
158;12.692000000000005;4157.2800000000025;4169.9720000000025;0.0;0.0;0.0;38.6226381751254;90.78116680033013;90.78116680033013;1.0000000001173186;2.3504651960685408;2.3504651960685408;0.005288333333333336;1.732200000000001;1.732200000000001;12.692000000000005;4157.2800000000025;4169.9720000000025
159;5026.447999999999;0.0;5026.447999999999;0.0;0.0;0.0;130.91002402612617;0.0;130.91002402612617;3.8859650562458055;0.0;3.8859650562458055;2.0943533333333333;0.0;2.0943533333333333;5026.447999999999;0.0;5026.447999999999
160;10.427999999999997;0.0;10.427999999999997;0.0;0.0;0.0;118.26632584437615;0.0;118.26632584437615;1.0000000043304738;0.0;1.0000000043304738;0.013034999999999996;0.0;0.013034999999999996;10.427999999999997;0.0;10.427999999999997
161;0.0;0.0;0.0;0.0;0.0;0.0;92.56522062370355;0.0;92.56522062370355;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
162;3745.124000000001;1471.0519999999992;5216.176;0.0;0.0;0.0;59.83535789368556;58.53498373317308;59.83535789368556;1.0227693726052065;1.0005419988396402;1.0227693726052065;0.6241873333333335;0.24517533333333322;0.6241873333333335;3745.124000000001;1471.0519999999992;5216.176
163;0.0;0.0;0.0;0.0;0.0;0.0;116.73225543452011;116.73225543452011;116.73225543452011;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
164;1232.772000000001;1578.3999999999996;2811.1720000000005;0.0;0.0;0.0;161.83642607465129;200.92976416925586;200.92976416925586;1.1670695572010583;1.4489878242204737;1.4489878242204737;1.0273100000000008;1.315333333333333;1.315333333333333;1232.772000000001;1578.3999999999996;2811.1720000000005
165;1216.384000000001;7.804000000000005;1224.188000000001;0.0;0.0;0.0;34.98433950987437;30.20157819861561;34.98433950987437;1.1583613044719832;1.0000000002683092;1.1583613044719832;1.0136533333333342;0.0065033333333333375;1.0136533333333342;1216.384000000001;7.804000000000005;1224.188000000001
166;807.3160000000006;765.4920000000013;1572.8080000000018;0.0;0.0;0.0;276.7048860210841;259.2239622704957;276.7048860210841;1.491655041122155;1.3974192348413423;1.491655041122155;1.3455266666666676;1.2758200000000022;1.3455266666666676;807.3160000000006;765.4920000000013;1572.8080000000018
167;4086.1839999999984;5456.516000000002;9542.7;0.0;0.0;0.0;189.76552957638913;420.4121445246699;420.4121445246699;2.2604277840438844;5.007818302693872;5.007818302693872;1.702576666666666;2.273548333333334;2.273548333333334;4086.1839999999984;5456.516000000002;9542.7
168;5055.936000000002;3616.9680000000008;8672.904000000002;0.0;0.0;0.0;411.4020354569382;184.5446017310637;411.4020354569382;3.9542861847852193;1.773793287851193;3.9542861847852193;2.106640000000001;1.5070700000000004;2.106640000000001;5055.936000000002;3616.9680000000008;8672.904000000002
